kelime	sıklık	tür	okunuş	çeviri	seviye
space	539	noun	/speɪs/	uzay	A1
player	540	noun	/ˈpleɪər/	oyuncu	A1
everyone	541	pronoun	/ˈevriwʌn/	herkes	A1
couple	542	noun	/ˈkʌpl/	(kadın ve erkek) çift	A2
end	543	verb	/end/	sonlanmak/sonlandırmak	A1
base	544	verb	/beɪs/	temellendirmek, dayandırmak	B1
project	545	noun	/ˈprɑːdʒekt/	proje	B2
produce	546	verb	/prəˈduːs/	üretmek, imal etmek	B2
site	547	noun	/saɪt/	mekan, saha / şantiye	A2
situation	548	noun	/ˌsɪtʃuˈeɪʃn/	durum	A1
hit	549	verb	/hɪt/	vurmak	A2
industry	550	noun	/ˈɪndəstri/	sanayi	A2
half	551	deter.	/hæf/	yarım	A2
activity	552	noun	/ækˈtɪvəti/	aktivite	A1
American	553	noun	/əˈmerɪkən/	Amerikan	
eat	554	verb	/iːt/	yemek	A1
itself	555	pronoun	/ɪtˈself/	kendisi	A2
need	556	noun	/niːd/	ihtiyaç	B1
figure	557	noun	/ˈfɪɡjər/	figür, şekil, rakam	B2
cost	558	noun	/kɑːst/	maliyet	A1
easy	559	adj.	/ˈiːzi/	kolay	A1
quite	560	adv.	/kwaɪt/	epeyce, oldukça	A1
face	561	verb	/feɪs/	yüzleşmek	B1
picture	562	noun	/ˈpɪktʃər/	resim	B2
clear	563	adj.	/klɪr/	açık, net	B1
cover	564	verb	/ˈkʌvər/	örtmek, kaplamak	B1
describe	565	verb	/dɪˈskraɪb/	tarif etmek, betimlemek	A1
image	566	noun	/ˈɪmɪdʒ/	imaj, görüntü	A2
teach	567	verb	/tiːtʃ/	öğretmek	A1
wall	568	noun	/wɑːl/	duvar	A1
doctor	569	noun	/ˈdɑːktər/	doktor	A1
recent	570	adj.	/ˈriːsnt/	son,&nbsp;yakın zamandaki	A2
product	571	noun	/ˈprɑːdʌkt/	ürün	A1
data	572	noun	/ˈdeɪtə; ˈdætə/	veri	A2
practice	573	noun	/ˈpræktɪs/	alıştırma	A1
phone	574	noun	/foʊn/	telefon	A1
piece	575	noun	/piːs/	tane, parça	A1
certain	576	adj.	/ˈsɜːrtn/	kesin, belirli	A2
either	577	adv.	/ˈiːðər/	ya şu ya bu	A2
oil	578	noun	/ɔɪl/	yağ	A2
simply	579	adv.	/ˈsɪmpli/	basitçe	B1
test	580	noun	/test/	test, sınav, deney	A1
personal	581	adj.	/ˈpɜːrsənl/	kişisel, şahsi	A1
star	582	noun	/stɑːr/	yıldız	A2
land	583	noun	/lænd/	kara,&nbsp;arazi	A2
third	584	num.	/θɜːrd/	üçüncü	A2
general	585	adj.	/ˈdʒen(ə)rəl/	genel	A2
computer	586	noun	/kəmˈpjuː.t̬ɚ/	bilgisayar	A1
movie	587	noun	/ˈmuːvi/	film	A1
worker	588	noun	/ˈwɝː.kɚ/	işçi, amele	A1
open	589	adj.	/ˈoʊpən/	açık	A1
catch	590	verb	/kætʃ/	tutmak, yakalamak	B2
type	591	noun	/taɪp/	tip,&nbsp;cins	B1
support	592	noun	/səˈpɔːrt/	destek	A2
north	593	noun	/nɔːrθ/	kuzey	A1
love	594	noun	/lʌv/	aşk	A1
step	595	noun	/step/	adım	B2
attention	596	noun	/əˈtenʃn/	dikkat, ilgi	A2
technology	597	noun	/tekˈnɑːlədʒi/	teknoloji	A2
organization	598	noun	/ˌɔːrɡənəˈzeɪʃn/	organizasyon	A2
baby	599	noun	/ˈbeɪbi/	bebek	A1
source	600	noun	/sɔːrs/	kaynak	A2
draw	601	verb	/drɑː/	çizmek, karalamak	A1
cause	602	verb	/kɑːz/	sebep olmak, neden olmak	A2
tree	603	noun	/triː/	ağaç	A1
film	604	noun	/fɪlm/	film	A2
choose	605	verb	/tʃuːz/	(tercih olarak) seçmek	A1
evidence	606	noun	/ˈevɪdəns/	delil, kanıt	A2
Republican	607	noun	/ri'pʌblikən/	Cumhuriyetçi	
difficult	608	adj.	/ˈdɪfɪkəlt/	(sınav, aksiyon vb.) zor	A1
century	609	noun	/ˈsentʃəri/	yüzyıl	A2
nearly	610	adv.	/ˈnɪrli/	hemen hemen, neredeyse	A2
red	611	adj.	/red/	kırmızı	A1
look	612	noun	/lʊk/	görünüş	A2
point	613	verb	/pɔɪnt/	önemini işaret etmek	B1
window	614	noun	/ˈwɪndoʊ/	pencere	A1
park	615	noun	/pɑːrk/	park	A1
period	616	noun	/ˈpɪriəd/	devir, dönem, süre	A1
culture	617	noun	/ˈkʌltʃər/	kültür	A1
hair	618	noun	/her/	saç	A1
listen	619	verb	/ˈlɪsn/	dinlemek	A1
chance	620	noun	/tʃæns/	şans	A2
less	621	deter.	/les/	daha az  (sayılamazlar için)&nbsp;	A2
available	622	adj.	/əˈveɪləbl/	mevcut	A2
brother	623	noun	/ˈbrʌðər/	erkek kardeş	A1
summer	624	noun	/ˈsʌmər/	yaz	A1
realize	625	verb	/ˈriːəlaɪz/	(zihinsel olarak) fark etmek	A2
private	626	adj.	/ˈpraɪvət/	özel, mahrem	B1
no	627	adv.	/noʊ/	Hayır	A1
science	628	noun	/ˈsaɪəns/	bilim	A1
letter	629	noun	/ˈletər/	mektup	A1
congress	630	noun	/ˈkɑːŋɡrəs/	kongre	B2
condition	631	noun	/kənˈdɪʃn/	hal, koşul	A2
short	632	adj.	/ʃɔːrt/	kısa	A1
likely	633	adj.	/ˈlaɪkli/	büyük ihtimalle	A2
opportunity	634	noun	/ˌɑp·ərˈtu·nɪ·t̬i/	fırsat	A2
rule	635	noun	/ruːl/	kural	B1
choice	636	noun	/tʃɔɪs/	seçim, tercih	A2
single	637	adj.	/ˈsɪŋɡl/	tek, bekar	A2
place	638	verb	/pleɪs/	koymak, yerleştirmek	B1
patient	639	noun	/ˈpeɪʃnt/	hasta (kişi)	B2
floor	640	noun	/flɔːr/	zemin / kat	A1
term	641	noun	/tɜːrm/	terim /&nbsp;  dönem	B2
material	642	noun	/məˈtɪriəl/	malzeme	B2
mile	643	noun	/maɪl/	mil	A1
administration	644	noun	/ədˌmɪnɪˈstreɪʃn/	idare	B1
well	645	prepos.	/wel/	kuyu	A1
course	646	noun	/kɔːrs/	kurs, (seri halinde) ders	A1
defense	647	noun	/dɪˈfens/	savunma	B2
plant	648	noun	/plænt/	bitki	A2
energy	649	noun	/ˈenərdʒi/	enerji	A2
campaign	650	noun	/kæmˈpeɪn/	kampanya	B1
population	651	noun	/ˌpɑːpjuˈleɪʃn/	nüfus	A2
fire	652	noun	/ˈfaɪər/	ateş	A2
close	653	verb	/kloʊz; kloʊs/	kapamak	
daughter	654	noun	/ˈdɑː.t̬ɚ/	kız evlat	A1
involve	655	verb	/ɪnˈvɑːlv/	kapsamak, içine almak, içermek	A2
husband	656	noun	/ˈhʌzbənd/	koca	A1
wrong	657	adj.	/rɑːŋ/	yanlış	B2
certainly	658	adv.	/ˈsɜːrtnli/	kesinlikle	A2
increase	659	verb	/ɪnˈkriːs; ˈɪŋkriːs; ˈɪnkriːs/	artırmak	A2
future	660	noun	/ˈfjuːtʃər/	gelecek	A2
south	661	noun	/saʊθ/	güney	A1
medical	662	adj.	/ˈmedɪkl/	tıbbi	A2
call	663	noun	/kɔl/	arama (telefonla)&nbsp;	A1
board	664	noun	/bɔːrd/	yazı tahtası	B1
anyone	665	pronoun	/ˈeniwʌn/	kimse	A1
deal	666	verb	/diːl/	(bir sorunla) ilgilenmek / iş yapmak	B1
hospital	667	noun	/ˈhɑːspɪtl/	hastane	A1
rest	668	noun	/rest/	dinlenme / bir şeyin kalanı, gerisi	A2
seek	669	verb	/siːk/	(spesifik bir nesneyi) aramak	B2
myself	670	pronoun	/maɪˈself/	kendim	A2
county	671	noun	/ˈkaʊnti/	ilçe	B2
fight	672	verb	/faɪt/	dövüşmek	A2
subject	673	noun	/ˈsʌbdʒɪkt; ˈsʌbdʒekt/	denek / ders, konu	B2
risk	674	noun	/rɪsk/	risk	B1
order	675	noun	/ˈɔːrdər/	sipariş, emir / sıra, düzen	A1
west	676	noun	/west/	Batı	A1
economy	677	noun	/ɪˈkɑːnəmi/	ekonomi	B1
quickly	678	adv.	/ˈkwɪkli/	hızlı bir şekilde	A1
throw	679	verb	/θroʊ/	atmak	A2
bed	680	noun	/bed/	yatak	A1
officer	681	noun	/ˈɑːfɪsər/	memur	A2
represent	682	verb	/ˌreprɪˈzent/	temsil etmek	B1
soon	683	adv.	/suːn/	yakında	A1
top	684	noun	/tɑːp/	üst, baş	A2
fill	685	verb	/fɪl/	doldurmak	A1
author	686	noun	/ˈɑː.θɚ/	yazar	A2
past	687	adj.	/pæst/	geçmiş	A2
upon	688	prepos.	/əˈpɑːn/	üzerine, akabinde	B1
goal	689	noun	/ɡoʊl/	amaç, hedef	A2
behavior	690	noun	/bɪˈheɪvjər/	davranış	A2
drop	691	verb	/drɑːp/	düşmek, düşürmek	B1
nature	692	noun	/ˈneɪtʃər/	doğa	A2
agency	693	noun	/ˈeɪdʒənsi/	ajans	B2
plan	694	verb	/plæn/	planlamak	A1
recently	695	adv.	/ˈriːsntli/	son zamanlarda	A2
second	696	noun	/ˈsekənd; sɪˈkɑːnd/	ikinci	
store	697	noun	/stɔːr/	mağaza	B1
foreign	698	adj.	/ˈfɔːrən/	(başka ülkeden)&nbsp;yabancı	A2
current	699	adj.	/ˈkɜːrənt/	şuanki, şimdiki, güncel	B2
performance	700	noun	/pɚˈfɔːr.məns/	performans, verim	B1
bank	701	noun	/bæŋk/	banka	A1
sound	702	noun	/saʊnd/	ses	A1
push	703	verb	/pʊʃ/	itmek	B1
focus	704	verb	/ˈfoʊkəs/	odaklanmak	A2
reduce	705	verb	/rɪˈduːs/	kısmak, azaltmak, eksiltmek	A2
note	706	verb	/noʊt/	not etmek	B1
before	707	adv.	/bɪˈfɔːr/	önce	A2
fine	708	adj.	/faɪn/	hoş, iyi	A1
near	709	prepos.	/nɪr/	yakın	A1
than	710	prepos.	/ðən; ðæn/	hariç	A1
movement	711	noun	/ˈmuːvmənt/	hareket	A2
common	712	adj.	/ˈkɑːmən/	yaygın	A1
other	713	pronoun	/ˈʌðər/	diğer	A1
billion	714	num.	/ˈbɪljən/	milyar	A2
blood	715	noun	/blʌd/	kan	A2
page	716	noun	/peɪdʒ/	sayfa	A1
concern	717	noun	/kənˈsɜːrn/	kaygı, endişe	B2
poor	718	adj.	/pɔːr/	yoksul	A1
enter	719	verb	/ˈentər/	girmek	A2
share	720	verb	/ʃer/	paylaşmak	B1
each	721	pronoun	/iːtʃ/	her biri	A1
series	722	noun	/ˈsɪriːz/	(tv) dizi	A2
usually (%90)	723	adv.	/ˈjuːʒuəli; ˈjuːʒəli/	genellikle	A1
natural	724	adj.	/ˈnætʃrəl/	doğal	A1
hot	725	adj.	/hɑːt/	sıcak	A1
race	726	noun	/reɪs/	ırk, yarış	A2
language	727	noun	/ˈlæŋɡwɪdʒ/	dil	A1
river	728	noun	/ˈrɪvər/	nehir	A1
dead	729	adj.	/ded/	ölü	A2
act	730	noun	/ækt/	eylem / yasa	B1
significant	731	adj.	/sɪɡˈnɪfɪkənt/	dikkate değer, kayda değer, önemli	B2
no	732	pronoun	/noʊ/	Hayır	A1
response	733	noun	/rɪˈspɑːns/	yanıt, karşılık, cevap	A2
rise	734	verb	/raɪz/	yükselmek, doğmak	B2
decade	735	noun	/ˈdekeɪdˌdɪˈkeɪd/	on yıl	B1
article	736	noun	/ˈɑr·t̬ɪ·kəl/	makale	A1
thus	737	adv.	/ðʌs/	böylelikle	B2
seven	738	num.	/ˈsev(ə)n/	Yedi	A1
shoot	739	verb	/ʃut/	film çekmek, ateş etmek	B1
east	740	noun	/iːst/	doğu	A1
animal	741	noun	/ˈænɪm(ə)l/	hayvan	A1
similar	743	adj.	/ˈsɪmələr/	benzer	A1
save	744	verb	/seɪv/	(para) biriktirmek, kaydetmek	A2
factor	745	noun	/ˈfæktər/	etken, unsur	A2
central	746	adj.	/ˈsentrəl/	merkezi	B1
occur	747	verb	/əˈkɜr/	meydana gelmek	B1
committee	748	noun	/kəˈmɪti/	kurul	B2
serious	749	adj.	/ˈsɪriəs/	ciddi	A2
sport	750	noun	/spɔːrt/	spor	A1
lie	751	verb	/laɪ/	yalan söylemek	
beyond	752	prepos.	/bɪˈjɑːnd/	öte	B2
exactly	753	adv.	/ɪɡˈzæktli/	tamı tamına, kesinlikle	A2
despite	754	prepos.	/dɪˈspaɪt/	rağmen	B1
happy	755	adj.	/ˈhæpi/	mutlu	A1
eight	756	num.	/eɪt/	sekiz	A1
protect	757	verb	/prəˈtekt/	korumak	A2
list	758	noun	/lɪst/	liste	A1
size	759	noun	/saɪz/	boyut	A2
quality	760	noun	/ˈkwɑːləti/	kalite	A2
pressure	761	noun	/ˈpreʃər/	baskı, basınç	B1
accept	762	verb	/əkˈsept/	kabul etmek	A2
ready	763	adj.	/ˈredi/	hazır	A1
approach	764	noun	/əˈproʊtʃ/	yaklaşma, yaklaşım	B2
sign	765	noun	/saɪn/	işaret	A2
attack	766	noun	/əˈtæk/	saldırı	A2
individual	767	noun	/ˌɪndɪˈvɪdʒuəl/	birey	A2
career	768	noun	/kəˈrɪr/	kariyer	A1
answer	769	noun	/ˈænsər/	cevap	A1
dog	770	noun	/dɑːɡ/	köpek	A1
media	771	noun	/ˈmiːdiə/	medya	A2
thought	772	noun	/θɑːt/	düşünce	A2
whatever	773	deter.	/wətˈevər/	her neyse	B1
determine	774	verb	/dɪˈtɜːrmɪn/	saptamak	B1
television	775	noun	/ˈtelɪvɪʒn/	televizyon	A1
meeting	776	noun	/ˈmiːtɪŋ/	toplantı	A1
scene	777	noun	/siːn/	olay yeri, sahne	A2
success	778	noun	/səkˈses/	başarı	A1
prepare	779	verb	/prɪˈper/	hazırlamak/hazırlanmak	A1
identify	780	verb	/aɪˈdentɪfaɪ/	(kimliği) tanımlamak	A2
press	781	noun	/pres/	baskı / basın, medya	B1
particularly	782	adv.	/pərˈtɪkjələrli/	özellikle	B1
resource	783	noun	/ˈriːsɔːrs; rɪˈsɔːrs/	kaynak (malzemeler, personel, sarf malzemeleri ve diğer varlıklar)	B1
amount	784	noun	/əˈmaʊnt/	miktar	B2
argue	785	verb	/ˈɑːrɡjuː/	tartışmak	A2
recognize	786	verb	/ˈrekəɡnaɪz/	tanımak	A2
treatment	787	noun	/ˈtriːtmənt/	muamele, tedavi	B1
left	788	adj.	/left/	sol	A1
degree	789	noun	/dɪˈɡriː/	derece, diploma	A2
stock	790	noun	/stɑːk/	stok	B2
indicate	791	verb	/ˈɪndɪkeɪt/	belirtmek, göstermek	B1
growth	792	noun	/ɡroʊθ/	büyüme	B1
simple	793	adj.	/ˈsɪmpl/	basit	A2
ability	794	noun	/əˈbɪləti/	yetenek	A2
dollar	795	noun	/ˈdɑːlər/	dolar	A1
union	796	noun	/ˈjuːniən/	birlik, sendika	B1
disease	797	noun	/dɪˈziːz/	hastalık	A2
everybody	798	pronoun	/ˈevribɑːdi; ˈevribʌdi/	herkes	A1
wonder	799	verb	/ˈwʌndər/	merak etmek	B1
election	800	noun	/ɪˈlekʃn/	seçim	B1
loss	801	noun	/lɑːs/	zarar, kayıp	B1
box	802	noun	/bɑːks/	kutu	A1
deal	803	noun	/diːl/	anlaşma	B1
herself	804	pronoun	/hɜːrˈself; hərˈself/	kendini	A2
fund	805	noun	/fʌnd/	fon, sermaye	B2
miss	806	verb	/mɪs/	kaçırmak / özlemek	A1
pretty	807	adv.	/ˈprɪti/	oldukça	A1
region	808	noun	/ˈriːdʒən/	bölge	A2
feeling	809	noun	/ˈfiːlɪŋ/	duygu, his	A1
lay	810	verb	/leɪ/	sermek	B1
training	811	noun	/ˈtreɪnɪŋ/	eğitim, idman	A2
message	812	noun	/ˈmesɪdʒ/	ileti	A1
arrive	813	verb	/əˈraɪv/	varmak	A1
standard	814	noun	/ˈstændərd/	standart	B1
outside	815	prepos.	/ˌaʊtˈsaɪd/	-in dışında	
fail	816	verb	/feɪl/	başarısız olmak	A2
trade	817	noun	/treɪd/	ticaret	B1
staff	818	noun	/stæf/	personel	B1
benefit	819	noun	/ˈbenɪfɪt/	fayda	B1
character	820	noun	/ˈkærəktər/	karakter	A2
army	821	noun	/ˈɑːrmi/	ordu	A2
association	822	noun	/əˌsoʊsiˈeɪʃn/	birlik, ortaklık	B2
operation	823	noun	/ˌɑːpəˈreɪʃ(ə)n/	operasyon	B1
present	824	verb	/ˈpreznt/	(slayt vb.) sunmak	A2
crime	825	noun	/kraɪm/	suç	A2
name	826	verb	/neɪm/	isimlendirmek	A1
cup	827	noun	/kʌp/	kupa, fincan	A1
island	828	noun	/ˈaɪlənd/	ada	A1
analysis	829	noun	/əˈnæləsɪs/	analiz	B1
check	830	verb	/tʃek/	(emin olmak için) kontrol etmek	A2
answer	831	verb	/ˈænsər/	(soruya vb.) cevap vermek	A1
photograph	832	noun	/ˈfoʊtəɡræf/	fotoğraf	A2
glass	833	noun	/ɡlæs/	cam	A1
forward	834	adv.	/ˈfɔːrwərd/	(yön) ileri	B2
authority	835	noun	/əˈθɔːrəti/	yetki, otorite	B1
earth	836	noun	/ɜːrθ/	(bilimsel olarak) dünya	A2
stage	837	noun	/steɪdʒ/	sahne / aşama	B2
one	838	noun	/wʌn/	bir	A1
act	839	verb	/ækt/	davranmak, hareket etmek	B1
sort	840	noun	/sɔːrt/	cins, çeşit	B1
station	841	noun	/ˈsteɪʃn/	istasyon	A1
clearly	842	adv.	/ˈklɪrli/	açıkça	A2
compare	844	verb	/kəmˈper/	karşılaştırmak	A1
indeed	845	adv.	/ɪnˈdiːd/	gerçektende	B1
public	846	noun	/ˈpʌblɪk/	halka açık	A2
knowledge	847	noun	/ˈnɑːlɪdʒ/	(elde edilmiş) bilgi	A2
state	848	verb	/steɪt/	belirtmek  (durumu, koşulu), ifade etmek	B1
blue	849	adj.	/bluː/	mavi	A1
example	850	noun	/ɪɡˈzæmpl/	örnek	A1
strategy	851	noun	/ˈstrætədʒi/	strateji	A2
mountain	852	noun	/ˈmaʊntn/	dağ	A1
guess	853	verb	/ɡes/	tahmin etmek	A1
sister	854	noun	/ˈsɪstər/	kız kardeş	A1
force	855	verb	/fɔːrs/	zorlamak  (güç uygulayarak)	B1
gun	856	noun	/ɡʌn/	silah	A2
various	857	adj.	/ˈveriəs/	çeşitli	B1
laugh	858	verb	/læf/	gülmek	A1
environment	859	noun	/ɪnˈvaɪrənmənt/	çevre	A2
design	860	noun	/dɪˈzaɪn/	tasarım	A1
sun	861	noun	/sʌn/	güneş	A1
lawyer	862	noun	/ˈlɔɪər/	avukat	A2
sex	863	noun	/seks/	seks	B1
rather	864	adv.	/ˈræðər/	yerine	A2
artist	865	noun	/ˈɑːrtɪst/	sanatçı	A1
club	866	noun	/klʌb/	kulüp	A1
prove	867	verb	/pruːv/	kanıtlamak	B1
section	868	noun	/ˈsekʃn/	kısım, bölüm, kesit	A1
skill	869	noun	/skɪl/	beceri	A1
truth	870	noun	/truːθ/	gerçek	B1
set	871	noun	/set/	takım, set	B1
ok	872	adv.	/oʊˈkeɪ/	tamam	
manager	873	noun	/ˈmænɪdʒər/	yönetici	A2
executive	874	noun	/ɪɡˈzek.jə.t̬ɪv/	yönetici, yürütme organı	B2
district	875	noun	/ˈdɪstrɪkt/	ilçe, semt	B1
claim	876	verb	/kleɪm/	iddia etmek	B1
forget	877	verb	/fərˈɡet/	unutmak	A1
hang	878	verb	/hæŋ/	asmak	B1
entire	879	adj.	/ɪnˈtaɪər/	(farklı parçalardan oluşan) bütün	B2
leg	880	noun	/leɡ/	bacak	A1
enough	881	deter.	/ɪˈnʌf/	yeterli	A1
design	882	verb	/dɪˈzaɪn/	tasarlamak	A1
close	883	adj.	/kloʊz; kloʊs/	(soyut) yakın	
study	884	verb	/ˈstʌdi/	(bilgi edinmek için) çalışmak	A1
since	885	prepos.	/sɪns/	dan beri	B1
environmental	886	adj.	/ɪnˌvaɪrənˈmentl/	çevresel	B1
establish	887	verb	/ɪˈstæblɪʃ/	tesis etmek, kurmak	B2
democratic	888	adj.	/ˌdeməˈkrætɪk/	demokratik	B2
remove	889	verb	/rɪˈmuːv/	çıkarmak / kaldırmak	A2
main	890	adj.	/meɪn/	ana, asıl	A1
professor	891	noun	/prəˈfesər/	profesör	A2
financial	892	adj.	/faɪˈnænʃl/	finansal	B1
enjoy	893	verb	/ɪnˈdʒɔɪ/	tadını çıkarmak	A1
network	894	noun	/ˈnetwɜːrk/	ağ	A2
sound	895	verb	/saʊnd/	ses çıkarmak	A1
discuss	896	verb	/dɪˈskʌs/	tartışmak	A1
form	897	verb	/fɔːrm/	oluşturmak (şekil veya görsel olarak)	A1
final	898	adj.	/ˈfaɪnl/	son	A2
trial	899	noun	/ˈtraɪəl/	duruşma / deneme	B2
legal	900	adj.	/ˈliːɡl/	yasal	B1
help	901	noun	/help/	yardım	A1
cold	902	adj.	/kəʊld/	soğuk	A1
above	903	prepos.	/əˈbʌv/	üstünde (dikey doğrultuda)	A1
rock	904	noun	/rɑk/	kaya	A2
that	905	adv.	/ðæt/	o	B1
seat	906	noun	/siːt/	oturma yeri, oturak	B2
weapon	907	noun	/ˈwepən/	(herhangi) silah	B1
song	908	noun	/sɔŋ/	şarkı	A1
expert	909	noun	/ˈekspɜːrt/	uzman	A2
radio	910	noun	/ˈreɪdioʊ/	radyo	A1
nice	911	adj.	/naɪs/	(olay, durum vb.) güzel	A1
avoid	912	verb	/əˈvɔɪd/	kaçınmak	A2
memory	913	noun	/ˈmeməri/	hafıza	A2
management	914	noun	/ˈmænɪdʒmənt/	yönetim	B1
charge	915	noun	/tʃɑːrdʒ/	şarj	B1
spring	916	noun	/sprɪŋ/	Bahar	B1
card	917	noun	/kɑːrd/	kart	A1
maintain	918	verb	/meɪnˈteɪn/	sürdürmek	B2
theory	919	noun	/ˈθiːəri/	teori	B1
care	920	verb	/ker/	umursamak, bakmak	A2
visit	921	verb	/ˈvɪzɪt/	ziyaret etmek	A1
imagine	922	verb	/ɪˈmædʒɪn/	hayal etmek	A1
finish	923	verb	/ˈfɪnɪʃ/	bitirmek	A2
statement	924	noun	/ˈsteɪtmənt/	ifade, beyan	A1
firm	925	noun	/fɜːrm/	firma	B2
huge	926	adj.	/hjuːdʒ/	kocaman	A2
respond	927	verb	/rɪˈspɑːnd/	yanıtlamak	A2
popular	928	adj.	/ˈpɑːpjələr/	popüler	A1
hard	929	adv.	/hɑːrd/	zor	A1
physical	930	adj.	/ˈfɪzɪkl/	fiziksel	A2
talk	931	noun	/tɑːk/	konuşma	A2
traditional	932	adj.	/trəˈdɪʃənl/	geleneksel	A2
contain	933	verb	/kənˈteɪn/	 içermek&nbsp;(birşeyin içinde)	A2
peace	934	noun	/piːs/	barış	A2
green	935	adj.	/ɡriːn/	yeşil	A1
thanks	936	noun	/θæŋks/	teşekkürler	A1
control	937	verb	/kənˈtroʊl/	kontrol etmek	A2
Democrat	938	noun	/ˈdeməkræt/	Demokrat	
base	939	noun	/beɪs/	temel	B1
impact	940	noun	/ˈɪmpækt/	darbe, etki	B1
structure	941	noun	/ˈstrʌktʃər/	yapı	B2
tonight	942	adv.	/təˈnaɪt/	bu gece	A1
note	943	noun	/noʊt/	not	B1
direction	944	noun	/dəˈrekʃn/	yön	A2
fly	945	verb	/flaɪ/	uçmak	A2
onto	946	prepos.	/ˈɑːntə/	üzerine	A2
king	947	noun	/kɪŋ/	kral	A2
reveal	948	verb	/rɪˈviːl/	su yüzüne çıkarmak	B2
cell	949	noun	/sel/	hücre	A2
religious	950	adj.	/rɪˈlɪdʒəs/	dindar, dini	B1
ball	951	noun	/baːl/	top	A1
particular	952	adj.	/pərˈtɪkjələr/	özel, belirli	A2
employee	953	noun	/ɪmˈplɔɪiː/	çalışan	A2
head	954	verb	/hed/	bir yöne doğru hareket etmek/ettirmek	B1
suddenly	955	adv.	/ˈsʌdənli/	birden bire	A2
apply	956	verb	/əˈplaɪ/	uygulamak	A2
shake	957	verb	/ʃeɪk/	sallamak	B1
cultural	958	adj.	/ˈkʌltʃərəl/	kültürel	B1
chair	959	noun	/tʃer/	sandalye	B2
PM	960	adv.	/ˌpiːˈem/	ÖĞLEDEN SONRA	
justice	961	noun	/ˈdʒʌstɪs/	adalet	B2
discover	962	verb	/dɪˈskʌvər/	keşfetmek	A2
measure	963	noun	/ˈmeʒər/	ölçüm	B1
politics	964	noun	/ˈpɑːlətɪks/	siyaset	B1
manage	965	verb	/ˈmænɪdʒ/	yönetmek, işletmek	A2
treat	966	verb	/triːt/	(birisine) davranmak	B1
yourself	967	pronoun	/jɔːrˈself; jʊrˈself; jərˈself/	kendin	A1
pain	968	noun	/peɪn/	ağrı, acı	A2
evening	969	noun	/ˈiːvnɪŋ/	akşam	A1
rather	970	prepos.	/ˈræðər/	yerine	A2
unit	971	noun	/ˈjuːnɪt/	birim	A2
affect	972	verb	/əˈfekt/	etkilemek	A2
play	973	noun	/pleɪ/	oyun	A1
production	974	noun	/prəˈdʌkʃn/	üretim	B1
bit	975	noun	/bɪt/	biraz	A2
inside	976	prepos.	/ˌɪnˈsaɪd/	içeri	A2
far	977	adj.	/fɑːr/	uzak	B1
range	978	noun	/reɪndʒ/	aralık	B2
top	979	adj.	/tɑːp/	en üst	A2
worry	980	verb	/ˈwɜːri/	endişelenmek	B1
perform	981	verb	/pərˈfɔːrm/	yerine getirmek	A2
necessary	982	adj.	/ˈnes·əˌser·i/	gerekli	A2
conference	983	noun	/ˈkɑːnfərəns/	konferans	A2
individual	984	adj.	/ˌɪndɪˈvɪdʒuəl/	bireysel, ferdi	A2
candidate	985	noun	/ˈkændɪdeɪt/	aday	B1
museum	986	noun	/mjuˈziːəm/	müze	A1
specific	987	adj.	/spɪˈsɪf·ɪk/	belirli, özel	A2
best	988	adv.	/best/	en iyi	A2
throughout	989	prepos.	/θruːˈaʊt/	(her yöne doğru) boyunca	B1
hall	990	noun	/hɑːl/	büyük salon, hol	A2
past	991	noun	/pæst/	geçmiş	A2
fish	992	noun	/fɪʃ/	balık	A2
trip	993	noun	/trɪp/	seyahat	B2
mention	994	verb	/ˈmenʃn/	bahsetmek	B1
edge	995	noun	/edʒ/	kenar, uç	B1
trouble	996	noun	/ˈtrʌbl/	bela	B2
interview	997	noun	/ˈɪntərvjuː/	röportaj	A1
style	998	noun	/staɪl/	stil	A1
middle	999	adj.	/ˈmɪdl/	orta	A2
cause	1000	noun	/kɑːz/	çünkü	A2
ten	1001	num.	/ten/	on	A1
weight	1002	noun	/weɪt/	ağırlık	A2
adult	1003	noun	/əˈdʌlt/	yetişkin	A2
dream	1004	noun	/driːm/	rüya	A2
fear	1005	noun	/fɪr/	korku	B1
dark	1006	adj.	/dɑːrk/	karanlık	A2
sign	1007	verb	/saɪn/	imzalamak	A2
method	1008	noun	/ˈmeθəd/	yöntem	A2
somebody	1009	pronoun	/ˈsʌmˌbʌ.di/	birisi	A1
magazine	1010	noun	/ˈmæɡəziːn/	dergi	A1
reflect	1011	verb	/rɪˈflekt/	yansıtmak	B1
heavy	1012	adj.	/ˈhevi/	ağır	A2
soldier	1013	noun	/ˈsoʊldʒər/	asker	A2
property	1014	noun	/ˈprɑː.pɚ.t̬i/	mal, mülk, emlak	B1
beautiful	1015	adj.	/ˈbjuː.t̬ə.fəl/	(görünüş) güzel	A1
writer	1016	noun	/ˈraɪtər/	yazar	A1
stuff	1017	noun	/stʌf/	şey, zımbırtı	B2
camera	1018	noun	/ˈkæmrə/	kamera	A1
improve	1019	verb	/ɪmˈpruːv/	geliştirmek, ilerletmek	A1
shoulder	1020	noun	/ˈʃoʊldər/	omuz	A2
bar	1021	noun	/bɑːr/	bar, çubuk	B2
hotel	1022	noun	/hoʊˈtel/	otel	A1
instead	1023	adv.	/ɪnˈsted/	Bunun yerine	A2
